advising_requisite_code	core_literature_requirement	course_catalog_text	course_code	course_code_number	course_code_prefix	course_code_sanitized	course_fees	course_title	default_credit_hours	division_code	fee_type	fixed_variable_credit	max_credit_hours	min_credit_hourse
HIS247	NULL	Explores British and American involvement in modern Middle East, focusing on period since 1900. Significant attention given to Zionism and rebirth of Israel in 1948, the Arab-Israeli conflict, Iran hostage crisis, beginnings of anti-American terrorism and 9/11 Commission Report. (Alternate years)	HIS  247                      	247	HIS	HIS-247	0	BRITAIN & AMERICA IN MIDDLE EAST	4	UG	NULL	F	4	4
HIS331	NULL	Surveys region from end of Roman period to Reformation. Themes include Christianization, medieval kingdoms, constitutional developments, Reformation and church history, cultural achievements and gender roles. (Alternate years)	HIS  331                      	331	HIS	HIS-331	0	HISTORY ENGLAND,IRELAND,SCOT, WALES	4	UG	NULL	F	4	4
HIS332	NULL	Examines British history, 1800�present, focusing on industrialization, Victorian society and culture, development of parliamentary government, two world wars and modern welfare state. Special emphasis on rise and fall of British Empire. (Alternate years.)	HIS  332                      	332	HIS	HIS-332	0	MODERN BRITAIN	4	UG	NULL	F	4	4
HIS344	NULL	Explores context for rise of Islam its expansion, intellectual flourishing in Middle Ages, and encounters with Westerners during crusades. Special attention paid to religious cultural, social and economic environment of early and medieval Islam and relationship of Islam and Christianity as Abrahamic religions. Students read and analyze the Qur'an, visit local mosque for Friday prayers, meet and interact with Muslims. Fulfills core Global Understanding theme.   (Alternate years.)	HIS  344                      	344	HIS	HIS-344	0	CLASSICAL ISLAM AND THE MIDDLE EAST	4	UG	NULL	F	4	4
HIS371	NULL	Explores various historical themes or periods. Designated as repeatable with different topic.	HIS  371                      	371	HIS	HIS-371	0	SEL TOP:	4	UG	NULL	V	8	2
HIS371	NULL	Explores various historical themes or periods. Designated as repeatable with different topic.	HIS  371                      	371	HIS	HIS-371	0	SEL TOP:	4	UG	NULL	V	8	2
HIS378	NULL	Historical survey of modern biological evolution ideas and interactions with social thought, particularly in Britain and America. Covers Charles Darwin, his antecedents and his work, development of evolutionary thought up until 1960, and recent controversies including creation science and intelligent design.  Substantial attention given to interactions with earth and life sciences, biblical interpretation, and social and anthropological thought, including ideas about human evolution and race. Fulfills Natural World theme.	HIS  378                      	378	HIS	HIS-378	0	THE EVOLUTION IDEA, DARWIN - TODAY	4	UG	NULL	F	4	4
HIS378	NULL	Historical survey of modern biological evolution ideas and interactions with social thought, particularly in Britain and America. Covers Charles Darwin, his antecedents and his work, development of evolutionary thought up until 1960, and recent controversies including creation science and intelligent design.  Substantial attention given to interactions with earth and life sciences, biblical interpretation, and social and anthropological thought, including ideas about human evolution and race. Fulfills Natural World theme.	HIS  378                      	378	HIS	HIS-378	0	THE EVOLUTION IDEA, DARWIN - TODAY	4	UG	NULL	F	4	4
HIS390	NULL	Explores professional applications of historical methodology to archives, museums, document conservation, government and corporate record management. Includes lectures by professionals in field, on-site observations and possible internships.	HIS  390                      	390	HIS	HIS-390	0	PUBLIC HISTORY & MUSEUM STUDIES	4	UG	NULL	F	4	4
HIS391	NULL	Introduces operations of a museum and challenges faced by contemporary museum administrators. Students study local museum operations, identify issues and challenges and evaluate museum�s response based on texts and readings from current field of public history. Prerequisite: HIS390.	HIS  391                      	391	HIS	HIS-391	0	MUSEUM CAREERS	4	UG	NULL	F	4	4
HIS491	NULL	Reading and research in American history using both historiographic and primary sources. Offered spring term. Topics include  Postwar Presidents, 1945-1974 and Post-Watergate Presidents, 1974-2000.  Check with instructor. Designated as repeatable with different topic.	HIS  491                      	491	HIS	HIS-491	0	ADVANCED SEMINAR:AMERICAN HISTORY	4	UG	NULL	F	4	4
HIS492	NULL	Explores way humans have approached writing and understanding of history from Greco-Roman historians to contemporary schools of historical inquiry. Focus on worldviews of historians and ways worldview shapes perception of past and how the past is used to influence the present. Open to advanced students and junior and senior history majors.	HIS  492                      	492	HIS	HIS-492	0	COLLOQUIUM IN HISTORIOGRAPHY	4	UG	NULL	F	4	4
HIS495	NULL	Reading and research on special topics in ancient history. Two of these two-credit courses meet requirement for senior research and writing project. Designated as repeatable with different topic. Topics alternate.	HIS  495                      	495	HIS	HIS-495	0	ADVANCED SEMINAR:ANCIENT HISTORY	2	UG	NULL	F	2	2
HIS496	NULL	Reading and research on special topics in ancient history. Two of these two-credit courses meet requirement for senior research and writing project. Designated as repeatable with different topic. Topics alternate.	HIS  496                      	496	HIS	HIS-496	0	SEMINAR:ANCIENT HISTORY	2	UG	NULL	F	2	2
HLP200	Y	Provides interaction between students interested in medicine and allied health and practicing physicians, residents in training, medical students, researchers and paramedical professionals; prepares premed students for study of medicine. Required of most health professions minors or concentrations, sophomore and junior years. Course fee.	HLP  200                      	200	HLP	HLP-200	0	HEALTH PROFESSIONS SEMINAR I	0	UG	Y	F	0	0
HLP201	Y	Provides interaction between students interested in medicine and allied health and practicing physicians, residents in training, medical students, researchers and paramedical professionals; prepares premed students for study of medicine. Required of most health professions minors or concentrations, sophomore and junior years. Course fee.	HLP  201                      	201	HLP	HLP-201	0	HEALTH PROFESSIONS SEMINAR II	0	UG	Y	F	0	0
HLP201	Y	Provides interaction between students interested in medicine and allied health and practicing physicians, residents in training, medical students, researchers and paramedical professionals; prepares premed students for study of medicine. Required of most health professions minors or concentrations, sophomore and junior years. Course fee.	HLP  201                      	201	HLP	HLP-201	0	HEALTH PROFESSIONS SEMINAR II	0	UG	Y	F	0	0
HLP300	Y	Provides interaction between students interested in medicine and allied health and practicing physicians, residents in training, medical students, researchers and paramedical professionals; prepares premed students for study of medicine. Required of health professions minor or concentration, junior year. Prerequisites: BIO/HLP200, 201. Course fee.	HLP  300                      	300	HLP	HLP-300	0	HEALTH PROFESSIONS SEMINAR III	0	UG	Y	F	0	0
HLP300	Y	Provides interaction between students interested in medicine and allied health and practicing physicians, residents in training, medical students, researchers and paramedical professionals; prepares premed students for study of medicine. Required of health professions minor or concentration, junior year. Prerequisites: BIO/HLP200, 201. Course fee.	HLP  300                      	300	HLP	HLP-300	0	HEALTH PROFESSIONS SEMINAR III	0	UG	Y	F	0	0
HLP301	Y	Provides interaction between students interested in medicine and allied health and practicing physicians, residents in training, medical students, researchers and paramedical professionals; prepares premed students for study of medicine. Required of health professions minor or concentration, junior year. May be applied to biology elective requirements. Prerequisites: BIO/HLP200, 201. Course fee.	HLP  301                      	301	HLP	HLP-301	0	HEALTH PROFESSIONS SEMINAR IV	2	UG	Y	V	2	1
HLP301	Y	Provides interaction between students interested in medicine and allied health and practicing physicians, residents in training, medical students, researchers and paramedical professionals; prepares premed students for study of medicine. Required of health professions minor or concentration, junior year. May be applied to biology elective requirements. Prerequisites: BIO/HLP200, 201. Course fee.	HLP  301                      	301	HLP	HLP-301	0	HEALTH PROFESSIONS SEMINAR IV	2	UG	Y	V	2	1
ISE305	NULL	An introduction to the purpose and practicalities of entrepreneurial activity, the creative process that establishes new organizations (non-profit, business, hybrid, etc.).  This course offers practical guidance for students from any major interesting in starting (or managing) an organization with an explicit social or environmental mandate. This course provides an overview of the central concepts of entrepreneurship, as segmented into the individual factors, institutional varieties and common challenges facing this dynamic process.  These topics will be brought to life by case studies, discussion and group exercises that offer students the opportunity to use entrepreneurial thinking and wield enterprising power as relevant for animating their own personal convictions.  This class will serve as inspiration and training ground for those curious to know if they can develop the creativity and determination necessary to start an organization.  	ISE  305                      	305	ISE	ISE-305	0	INTRODUCTION TO SOCIAL ENTERPRISE	4	UG	NULL	F	4	4
ISE306	NULL	An introduction to innovation, what it is and how to do it. This course offers practical guidance for students from any major interested in better understanding how innovation works, how products and services are built (invention), shared (marketing), and used to impact our world. Innovative thinking will be brought to life by human-centered design prescriptions, case studies, discussion, and group exercises that offer students the opportunity to develop their own innovative thinking and creative power for addressing real-world challenges. This class will serve as inspiration and training ground for those curious to know if they can develop the insight, creativity and determination necessary to innovate.	ISE  306                      	306	ISE	ISE-306	0	INNOVATION:UNDSTND HOW TO INNOVATE	4	UG	NULL	F	4	4
ISE307	NULL	Offers a hands-on introduction to the purpose and practicalities of starting an organization for impact. This effort entails some mastery of the creative process of entrepreneurship for establishing new ventures (non-profit, business, hybrid, etc). The focus of this course is participation in an annual Social Venture Challenge competition, one that offers practical guidance for students from any major interested in starting (or managing) a new venture. Through a series of workshops, meetings, mentor opportunities and hard work, this is also a class where students compete to win part of an annual cash prize. This class will serve as training ground for those curious to know if they can develop the creativity and determination necessary to launch their own venture. 	ISE  307                      	307	ISE	ISE-307	0	SOCIAL VENTURE CHALLENGE	2	UG	NULL	F	2	2
ISE308	NULL	"delivers a practical introduction to the knowledge, skills and confidence needed in resourcing an NPO.  You will learn about revenue streams and how they work; best practices associated with NPO management; how NPOs develop a revenue footprint; and how effectiveness is evaluated. You will practice handling objections, asking for gifts in person and via technology. You will develop listening skills, powerful questions and resilience in the process of fundraising and friend-raising.  The class also focuses on the practical ""ins and outs"" of starting a non-profit organization (Organizational management, strategic planning, marketing, working with employees, filing for 501c3 status, board development, etc.) and finances (budgets, accounting, financial statements, 990, etc.)."	ISE  308                      	308	ISE	ISE-308	0	FOUNDATIONS OF NON-PROFIT ORG	4	UG	NULL	F	4	4
ISE308	NULL	"delivers a practical introduction to the knowledge, skills and confidence needed in resourcing an NPO.  You will learn about revenue streams and how they work; best practices associated with NPO management; how NPOs develop a revenue footprint; and how effectiveness is evaluated. You will practice handling objections, asking for gifts in person and via technology. You will develop listening skills, powerful questions and resilience in the process of fundraising and friend-raising.  The class also focuses on the practical ""ins and outs"" of starting a non-profit organization (Organizational management, strategic planning, marketing, working with employees, filing for 501c3 status, board development, etc.) and finances (budgets, accounting, financial statements, 990, etc.)."	ISE  308                      	308	ISE	ISE-308	0	FOUNDATIONS OF NON-PROFIT ORG	4	UG	NULL	F	4	4
ISE317	NULL	This course is for students who advance to the final competition round under ISE 307 - Social Venture Challenge. Minimum of 36 hours of workshops and other facilitated meetings, including the final Social Venture Challenge Showcase. Includes reading, writing, project development, market research, and developing prototypes. Repeatable for credit one time with a different venture. 	ISE  317                      	317	ISE	ISE-317	0	SOCIAL VENTURE CHALLENGE LAB	2	UG	NULL	F	2	2
JAF301	NULL	Readings include Plato, Aristotle, Augustine, Dante, Shakespeare, Erasmus, Luther, Teresa of Avila, Milton, Bunyan and more. See core note with JAF302.  Prerequisite: sophomore status or higher and successful application into program.	JAF  301                      	301	JAF	JAF-301	0	TRADITION:FROM ANTIQUITY-ENLIGHTMNT	6	UG	NULL	F	6	6
JAF302	NULL	Readings include Alexis de Tocqueville, Dostoyevsky, J. H. Newman, Leo XIII, C. S. Lewis, Simone Weil, Flannery O�Connor, Martin Luther King and more. On completion of both semesters of JAF students may petition to have courses fulfill three out of four core requirements: HIS121, PHI118, Civic Responsibility theme or Human Person theme. Completion of both also fulfills the core literature requirement. See program director. Prerequisite: JAF301.	JAF  302                      	302	JAF	JAF-302	0	MODERNITY:FROM ENLIGHTMENT- PRESENT	6	UG	NULL	F	6	6
KIN112	NULL	Provides scientific perspective to study of human movement with emphasis on mechanical, neurological and physiological bases of human movements in activities of daily living and exercise. Addresses vocation as Christian calling and defines areas of professional practice in kinesiology.  Fulfills core Natural World or Human Person theme. Open to majors only in fall; open for majors and non-majors in spring.	KIN  112                      	112	KIN	KIN-112	0	INTRODUCTION TO HUMAN MOVEMENT	4	UG	NULL	F	4	4
KIN212	NULL	Examines human musculoskeletal structure and function; muscle origin, insertion and action at joints. Introduces principles of lever action and mechanics of motion from applied, clinical perspective. Prerequisite: KIN/BIO213.	KIN  212                      	212	KIN	KIN-212	0	MUSCULOSKELETAL ANATOMY	2	UG	NULL	F	2	2
KIN213	Y	Examines structure and function of human body. Emphasizes organ systems: skeletal, muscular, nervous, endocrine, respiratory, circulatory, digestive, urinary and reproductive.  Weekly laboratory. Lab fee.  Cross-listed as BIO 213.  Fulfills core Natural World Theme or Human Person them if taken at Gordon College.	KIN  213                      	213	KIN	KIN-213	0	HUMAN ANATOMY & PHYSIOLOGY I	4	UG	Y	F	4	4
KIN213	Y	Examines structure and function of human body. Emphasizes organ systems: skeletal, muscular, nervous, endocrine, respiratory, circulatory, digestive, urinary and reproductive.  Weekly laboratory. Lab fee.  Cross-listed as BIO 213.  Fulfills core Natural World Theme or Human Person them if taken at Gordon College.	KIN  213                      	213	KIN	KIN-213	0	HUMAN ANATOMY & PHYSIOLOGY I	4	UG	Y	F	4	4
KIN214	Y	Examines the structure and functions of human body.  Emphasizes organ systems: skeletal, muscular, nervous, endocrine, respiratory, circulatory, digestive, urinary and reproductive.  Fulfills core Natural World theme. Weekly laboratory.  Lab fee	KIN  214                      	214	KIN	KIN-214	0	HUMAN ANATOMY & PHYSIOLOGY II	4	UG	Y	V	4	4
KIN214	Y	Examines the structure and functions of human body.  Emphasizes organ systems: skeletal, muscular, nervous, endocrine, respiratory, circulatory, digestive, urinary and reproductive.  Fulfills core Natural World theme. Weekly laboratory.  Lab fee	KIN  214                      	214	KIN	KIN-214	0	HUMAN ANATOMY & PHYSIOLOGY II	4	UG	Y	V	4	4
KIN240	NULL	Examines orthopedic injuries from a clinical perspective, including evaluation techniques and interpretation as well as treatment and rehabilitative exercises that are pertinent across the lifespan. Prerequisite: KIN212	KIN  240                      	240	KIN	KIN-240	0	ORTHOPEDIC INJURIES ACROSS LIFESPAN	4	UG	NULL	F	4	4
KIN310	NULL	Examines concepts and principles related to the nature of motor control.  Theoretical frameworks for motor control, learning and issues in motor skill acquisition and motor learning. Prerequisite: KIN/BIO213 or permission of instructor.  Lab fee.	KIN  310                      	310	KIN	KIN-310	0	MOTOR CONTROL AND LEARNING	4	UG	NULL	F	4	4
KIN320	Y	Principles of classical mechanics used to describe, analyze and assess human motion. Considers experimental techniques, including motion capture systems, EMG and force platforms to study human movement. Concepts of data processing, mechanical modeling, and energy and power analysis applied to sport and rehabilitation contexts. Prerequisites: KIN213. Co-requisite: PHY111 or PHY121. Weekly laboratory. Lab fee.	KIN  320                      	320	KIN	KIN-320	0	BIOMECHANICS OF HUMAN MOVEMENT	4	UG	Y	V	4	0
KIN323	Y	Examines human systems of energy delivery and utilization; emphasizes methods by which these systems may be altered through physical training and dietary manipulation. Prerequisite: KIN214 or permission of instructor. Weekly laboratory. Lab fee.	KIN  323                      	323	KIN	KIN-323	0	FOUNDATNS EXERCISE PHYSIOLOGY	4	UG	Y	F	4	4
KIN323	Y	Examines human systems of energy delivery and utilization; emphasizes methods by which these systems may be altered through physical training and dietary manipulation. Prerequisite: KIN214 or permission of instructor. Weekly laboratory. Lab fee.	KIN  323                      	323	KIN	KIN-323	0	FOUNDATNS EXERCISE PHYSIOLOGY	4	UG	Y	F	4	4
KIN350	NULL	Examines role of neurological structures in motor system and sensory impairments. Emphasis on pathophysiology, clinical manifestations, assessment and treatment of various neurological disorders. Prerequisite: KIN/BIO213.	KIN  350                      	350	KIN	KIN-350	0	DISORDERS OF VOLUNTARY MOVEMENT	4	UG	NULL	F	4	4
KIN371	Y	Theoretical and applied topics in kinesiology not regularly taught. Designated as repeatable if topic changes.   Prerequisites may apply depending on topic.	KIN  371                      	371	KIN	KIN-371	0	SEL TOP:	2	UG	Y	V	4	2
KIN410	Y	Through course lectures and laboratory dissection experiences students will develop an understanding of human anatomy as a basic science and will learn to apply this understanding to clinical and health-related concepts.  Emphases on the tissues and organs of the thoracic and abdominopelvic cavities. Cross-listed as BIO410. Lab fees. Prerequisites:KIN213 and KIN214 with a minimum of B- in each; junior standing.	KIN  410                      	410	KIN	KIN-410	0	ADV HUMAN ANAT:THORACIC CAVITIES	2	UG	Y	F	2	2
KIN411	Y	Through course lectures and laboratory dissection experiences students will develop an understanding of human anatomy as a basic science and will learn to apply this understanding to clinical and health-related concepts.  Emphases on the tissues and organs of the  neck, back and nervous system. Cross-listed as BIO411. Lab fees. Prerequisites: KIN213 and KIN214 with a minimum grade of B minus (B-) in each; junior standing.	KIN  411                      	411	KIN	KIN-411	0	ADV HUMAN ANAT:NECK,BACK,NERVOUS SY	2	UG	Y	F	2	2
KIN412	Y	Through course lectures and laboratory dissection experiences students will develop an understanding of human anatomy as a basic science and will learn to apply this understanding to clinical and health-related concepts.  Emphases on the tissues and organs of the  tissues, muscles and joints of the upper extremities. Cross-listed as BIO412. Lab Fee.  Prerequisites: KIN213 and KIN214 with a minimum grade of B minus (B-) in each; junior standing.	KIN  412                      	412	KIN	KIN-412	0	ADV HUMAN ANAT:UPPER EXTREMITIES	2	UG	Y	F	2	2
KIN413	Y	Through course lectures and laboratory dissection experiences students will develop an understanding of human anatomy as a basic science and will learn to apply this understanding to clinical and health-related concepts.  Emphases on the tissues and organs of the  tissues, muscles and joints of the  lower extremities. Cross-listed as BIO413. Lab Fee. Prerequisites: KIN213 and KIN214 with a minimum grade of B minus (B-) in each; junior standing.	KIN  413                      	413	KIN	KIN-413	0	ADV HUMAN ANAT:LOWER EXTREMITIES	2	UG	Y	F	2	2
KIN423	NULL	Examines preventive and rehabilitative role of exercise training in selected chronic diseases. Training in principles and procedures of graded exercise testing and prescription. Also includes study of electrocardiography and its role in diagnostic testing for cardiovascular disease.  Prerequisite: KIN323 or permission of instructor. MAT220 or approved statistics course recommended. Weekly laboratory. Lab fee.	KIN  423                      	423	KIN	KIN-423	0	CLINICAL EXERCISE PHYSIOLOGY W/LAB	4	UG	NULL	F	4	4
KIN450	NULL	Study of central and peripheral neural structures involved in the control and coordination of human action. Neurological diseases affecting movement are considered.  Corequisite: KIN310 or permission of instructor.	KIN  450                      	450	KIN	KIN-450	0	NEUROPHYSIOLOGIC BASES FOR MOVEMENT	4	UG	NULL	F	4	4
KIN491	NULL	Capstone experience for majors. Features review of corrent literature with emphasis on gaining facility in reading, understanding and presenting oral summaries of scientific papers on selected topics. Prerequisite: senior standing.	KIN  491                      	491	KIN	KIN-491	0	SENIOR SEMINAR	2	UG	NULL	F	2	2
LAT101	NULL	Introduction to classical Latin language and aspects of Roman culture and history. Covers fundamentals of grammar, morphology and syntax, along with readings from Latin prose literature (e.g., Caesar, Sallust, Cicero and Livy). Emphasis on developing facility in reading Latin texts including reading aloud.	LAT  101                      	101	LAT	LAT-101	0	BEGINNING LATIN I	4	UG	NULL	F	4	4
LAT102	NULL	Introduction to classical Latin language and aspects of Roman culture and history. Covers fundamentals of grammar, morphology and syntax, along with readings from Latin prose literature (e.g., Caesar, Sallust, Cicero and Livy). Emphasis on developing facility in reading Latin texts including reading aloud. Prerequisite: LAT101.	LAT  102                      	102	LAT	LAT-102	0	BEGINNING LATIN II	4	UG	NULL	F	4	4
LIN200	NULL	Introduction to major areas of general linguistics, theoretical and applied; studied analytically and in correlation with other disciplines. Fulfills core Human Person theme.	LIN  200                      	200	LIN	LIN-200	0	INTRODUCTION TO LINGUISTICS	4	UG	NULL	F	4	4
LIN200	NULL	Introduction to major areas of general linguistics, theoretical and applied; studied analytically and in correlation with other disciplines. Fulfills core Human Person theme.	LIN  200                      	200	LIN	LIN-200	0	INTRODUCTION TO LINGUISTICS	4	UG	NULL	F	4	4
LIN214	NULL	This course will introduce communication disorders, their pathologies, and various treatment protocols. The course is one in a series of courses for the SpeechPathology Minor.	LIN  214                      	214	LIN	LIN-214	0	INTRO TO COMMUNICATION DISORDERS	3	UG	NULL	F	3	3
LIN216	NULL	Study of the anatomy and physiology of speech production and speech perception. Emphasis is on structures and mechanisms related to normal respiration, phonation, articulation, resonation, hearing, and neurology. Communication disorders are addressed.	LIN  216                      	216	LIN	LIN-216	0	ANATOMY PHYS SPEECH HEARING MECHN	2	UG	NULL	F	2	2
LIN218	NULL	The purpose of this course is to provide an overview of the history, development and present scope of the field of Audiology. This will include discussion of the philosophy and goals of audiological evaluation, rehabilitation, and related procedures. The course is designed for those with little or no background in the speech and hearing sciences.	LIN  218                      	218	LIN	LIN-218	0	AUDIOLOGY	2	UG	NULL	F	2	2
LIN301	NULL	Addresses intersection of language and society, exploring ways in which various social groups interact by means of language. Examines language usage in political, religious, ethnic and gender related contexts.	LIN  301                      	301	LIN	LIN-301	0	SOCIOLINGUISTICS	4	UG	NULL	F	4	4
LIN302	NULL	Examines may ways we convey meaning in language both in abstraction, separate from any contexts, and in specific context. Focus on importance of speech act theory and recent developments.	LIN  302                      	302	LIN	LIN-302	0	SEMANTICS AND PRAGMATICS	4	UG	NULL	F	4	4
LIN303	NULL	Course looks at (and listens to) many different sounds employed by various languages. Includes learning international Phonetic Alphabet and transcribing unfamiliar sounds (phonetics), as well as studying how different sounds contribute to changes in meaning (phonology).	LIN  303                      	303	LIN	LIN-303	0	PHONOLOGY AND PHONETICS	4	UG	NULL	F	4	4
LIN304	NULL	Focuses first on level of word, including inflections and derivations, along with some historical development and etymological applications; unit of sentence including parts of speech, constituents, phrase structure rules and rules of transformation. Explores structures and principles applicable to languages in general rather than to English alone.	LIN  304                      	304	LIN	LIN-304	0	SYNTAX AND MORPHOLOGY	4	UG	NULL	F	4	4
LIN371	NULL	NULL	LIN  371                      	371	LIN	LIN-371	0	SEL TOP:	4	UG	NULL	V	4	2
ENG404	NULL	Studies how English has evolved, from Indo-European ancestor, through Old and Middle English to present. Texts from different periods read, looking at how grammar, vocabulary and pronunciation have changed. Possible scenarios for future of languate discussed.	LIN  404                      	404	LIN	LIN-404	0	HISTORY OF THE ENGLISH LANGUAGE	4	UG	NULL	F	4	4
LIN491	NULL	Examines specialized topics in language and literature. Designated as repeatable for credit if topic differs. Prerequisite: substantial completion of major.	LIN  491                      	491	LIN	LIN-491	0	SENIOR SEMINAR  LINGUISTICS TOPICS	4	UG	NULL	F	4	4
MAN101	NULL	Introduction to Mandarin language and Chinese cultures with practice in four skills associated with language learning: listening, speaking, reading and writing. Conducted primarily in Mandarin.	MAN  101                      	101	MAN	MAN-101	0	BEGINNING CHINESE (MANDARIN) I	4	UG	NULL	F	4	4
MAN102	NULL	Introduction to Mandarin language and Chinese cultures with practice in four skills associated with language learning: listening, speaking, reading and writing. Conducted primarily in Mandarin.	MAN  102                      	102	MAN	MAN-102	0	BEGINNING CHINESE (MANDARIN) II	4	UG	NULL	F	4	4
MAN371	NULL	Explores pertinent literary, linguistic or cultural topic not specifically covered elsewhere in curriculum. Designated as repeatable: students may enroll more than once if topic changes. Prerequisites set by instructor.   	MAN  371                      	371	MAN	MAN-371	0	SELECTED TOPICS:	4	UG	NULL	V	8	2
MAN371	NULL	Explores pertinent literary, linguistic or cultural topic not specifically covered elsewhere in curriculum. Designated as repeatable: students may enroll more than once if topic changes. Prerequisites set by instructor.   	MAN  371                      	371	MAN	MAN-371	0	SELECTED TOPICS:	4	UG	NULL	V	8	2
MAT121	NULL	Introduces theory of limits, continuity, differentiation and integration. Methods for differentiating algebraic and transcendental functions; some applications of derivatives.    Co-requisite: SAT Math score >=550; ACT Math score >= 23; calculus diagnostic score >=15	MAT  121                      	121	MAT	MAT-121	0	CALCULUS I	4	UG	NULL	F	4	4
MAT122	NULL	Introduction to functions of several variables, partial derivatives, vectors, applications of partial derivatives, including optimization of functions of several variables, and multiple integrals.  Prerequisite: MAT121 or approval of instructor.	MAT  122                      	122	MAT	MAT-122	0	CALCULUS II	4	UG	NULL	F	4	4
MAT122	NULL	Introduction to functions of several variables, partial derivatives, vectors, applications of partial derivatives, including optimization of functions of several variables, and multiple integrals.  Prerequisite: MAT121 or approval of instructor.	MAT  122                      	122	MAT	MAT-122	0	CALCULUS II	4	UG	NULL	F	4	4
MAT134	NULL	Introduces differentiation and integration of algebraic and transcendental functions in unified manner. Emphasizes conceptual  understanding and problem solving rather than theory. For students with high school algebra and working knowledge of functions.     Co-requisite: SAT Math score >=550; ACT Math score >= 23; calculus diagnostic score >=10	MAT  134                      	134	MAT	MAT-134	0	SURVEY OF CALCULUS	4	UG	NULL	F	4	4
MAT134	NULL	Introduces differentiation and integration of algebraic and transcendental functions in unified manner. Emphasizes conceptual  understanding and problem solving rather than theory. For students with high school algebra and working knowledge of functions.     Co-requisite: SAT Math score >=550; ACT Math score >= 23; calculus diagnostic score >=10	MAT  134                      	134	MAT	MAT-134	0	SURVEY OF CALCULUS	4	UG	NULL	F	4	4
MAT205	NULL	Study of sets, numeration and nondecimal numerals, properties of arithmetic operations and their algorithms, number and divisibility relationships, fractions, decimals, ratio and proportion, percent, and signed numbers. Understanding and communication underlying theory emphasized.	MAT  205                      	205	MAT	MAT-205	0	CONCEPTS OF MATHEMATICS I	4	UG	NULL	F	4	4
MAT205	NULL	Study of sets, numeration and nondecimal numerals, properties of arithmetic operations and their algorithms, number and divisibility relationships, fractions, decimals, ratio and proportion, percent, and signed numbers. Understanding and communication underlying theory emphasized.	MAT  205                      	205	MAT	MAT-205	0	CONCEPTS OF MATHEMATICS I	4	UG	NULL	F	4	4
MAT206	NULL	Study of topics in geometry, measurement, transformations, probability, counting techniques, statistics, functions and basic algebra. Understanding and communicating undelaying theory emphasized. Prerequisite: MAT205.	MAT  206                      	206	MAT	MAT-206	0	CONCEPTS OF MATHEMATICS II	4	UG	NULL	F	4	4
MAT220	NULL	Statistical data analysis with applications in biology, medicine and health/fi tness. Descriptive statistics, probability, tests of means and proportion, regression, analysis of variance and nonparametric statistics. Discussion of experimental design and data collection.	MAT  220                      	220	MAT	MAT-220	0	BIOSTATISTICS	4	UG	NULL	F	4	4
MAT222	NULL	Additional study of limits and parametric equations. Topics in infinite sequences and series.    Prerequisite: Prior or concurrent registration in MAT 122 or approval of instructor.	MAT  222                      	222	MAT	MAT-222	0	CALCULUS III	2	UG	NULL	F	2	2
MAT122	NULL	Introduction to functions of several variables, partial derivatives, vectors, applications of partial derivatives, including optimization of functions of several variables, and multiple integrals.  Prerequisite: Permission only.	MAT  223                      	223	MAT	MAT-223	0	MULTIVARIABLE CALCULUS	2	UG	NULL	F	2	2
MAT225	NULL	Differential equations, first order equations, theory of higher order linear differential equations, Laplace transforms, solutions of systems of differential equations using operator and matrix methods. Some analysis of nonlinear problems. Prerequisite: MAT142.	MAT  225                      	225	MAT	MAT-225	0	DIFFERENTIAL EQUATIONS	4	UG	NULL	F	4	4
MAT230	NULL	Introduces notion of proof, induction, sets, relations and functions, basic combinatorial analysis, graphics, trees, and basic probability.	MAT  230                      	230	MAT	MAT-230	0	DISCRETE MATHEMATICS	4	UG	NULL	F	4	4
MAT231	NULL	Introduction to topics and techniques used in higher mathematics, including proof techniques, basic set theory, properties of functions, relations and equivalence relations.	MAT  231                      	231	MAT	MAT-231	0	TRANSITION TO HIGHER MATHEMATICS	2	UG	NULL	F	2	2
MAT232	NULL	Introduces matrix methods; algebra of matrices, determinants, finding solutions of systems of linear equations and eigenvalue problems; vector spaces and linear transformations; classification of matrices. Prerequisite: strong precalculus background.	MAT  232                      	232	MAT	MAT-232	0	LINEAR ALGEBRA	4	UG	NULL	F	4	4
MAT318	NULL	Calculus-based probability and its role in statistics. Descriptive statistics, discrete and continuous random variables, sampling distribution theory, estimation of mean and variance. Prerequisite: MAT223. (Alternate years.)	MAT  318                      	318	MAT	MAT-318	0	PROBABILITY	4	UG	NULL	F	4	4
MAT319	NULL	Theory of statistics with some exposure to practice. Estimation, hypothesis testing, linear regression, multivariate distributions, nonparametric methods, Bayesian estimation. Prerequisite: MAT318. (Alternate years.)	MAT  319                      	319	MAT	MAT-319	0	STATISTICS	4	UG	NULL	F	4	4
MAT332	NULL	Axiomatic study of foundations of Euclidean and non- Euclidean geometries; highlights historical development and philosophical implications.   Prerequisite: MAT231 or permission of instructor. (Alternate years.)	MAT  332                      	332	MAT	MAT-332	0	GEOMETRY	4	UG	NULL	F	4	4
MAT353	NULL	Studies continuity, convergence of sequences and series, differentiability and integrability. Introduces appropriate topological concepts. Prerequisites: MAT142, 231. (Alternate years.)	MAT  353                      	353	MAT	MAT-353	0	REAL ANALYSIS	4	UG	NULL	F	4	4
